Unit,Date_read,Days,New_odometer,L2_DiameterFIX,R2_DiameterFIX,L2_Flange_width,R2_Flange_width,L2_Flange_height,R2_Flange_height,L2_Tread_hollowing,R2_Tread_hollowing,L2_Arris,R2_Arris
VL361J,3/06/2013,42,654052,90,90,27,27,28,28,0,0,0,0
VL361J,17/07/2013,44,666356,89,90,27,26,28,28,0,0,0,0
VL361J,15/08/2013,29,674709,90,89,27,27,29,28,0,0,0,0
VL361J,19/09/2013,35,685953,90,90,27,26.5,28,28,0,0,0.5,0.5
VL361J,18/10/2013,29,693470.2,76,76,30,30,28,28,0,0,0,0
VL361J,31/10/2013,13,696840,78,80,29,30,28,28,0,0,0,0
VL361J,6/12/2013,36,708781,75,76,28,28,28,28,0,0,0,0
VL361J,22/01/2014,47,714801,78,79,28,28,28,28,0,0,0.5,0
VL361J,25/02/2014,34,723432,78,80,27,27.5,28,28,0,0,0,0
VL361J,27/03/2014,30,733309,78,79,27,28,28,28,0,0,0.5,0
VL361J,28/04/2014,32,740462,79,80,27,27.5,29,29,0,0,0.2,0
VL361J,1/07/2014,64,745565,79,79,26,27,29,29,0,0,0.5,0.5
VL361J,26/09/2014,87,746906,80,80,26,27,29,29,0.5,0.5,0,0
VL361J,31/10/2014,35,752597.9,64,64,30,30,28,28,0,0,0,0
VL361J,15/12/2014,45,759916,65,66,30,30,29,29,0,0,0,0
VL361J,9/02/2015,56,767995,66,66,29,29,29,28,0,0,0,0
VL361J,12/03/2015,31,770357,67,67.5,29,29,29,28,0,0,0,0
VL361J,27/04/2015,46,787713,65,65,28,28,30,29,0.3,0.4,0.3,0.4
VL361J,24/05/2015,27,789526.5,66.5,67,26,27,29.5,27,0.5,0.5,0.2,0.4
VL361J,25/08/2015,93,795773,65,66,27,26,30,29,0,0,0,0.1
VL361J,21/10/2015,57,799794,66.5,66,27,27,30,29,0.5,0.5,0,0
VL361J,25/11/2015,35,805675.8,54,54,29.7,29.6,28,28,0,0,0,0
VL361J,28/11/2015,3,806180,54,54,29,30,29,27,0,0,0,0
VL361J,6/01/2016,39,812734,56,56,28,28,28.5,28.5,0,0,0,0
VL361J,11/02/2016,36,814993,57,56,28,28,29,28.5,0,0,0,0
VL361J,3/06/2016,113,818826,55,55,28,28,28,28,0,0,0,0
VL361J,10/10/2016,129,830201,90,90,30,30,28,28,0,0,0,0
VL361J,5/12/2016,56,835139,89,89,30,29,29,28,0,0,0,0
VL361J,17/01/2017,43,848605,88,89,30,28,29,28,0,0,0,0
VL361J,1/03/2017,43,866105,89,89,28,28,29,29,0.5,0.5,0,0
VL361J,19/04/2017,49,885408,85,85,26,27,29,29,0,0,0,0
VL361J,25/05/2017,36,898307,85,85,26,27,29,30,0.5,0,0.2,0.2
VL361J,7/07/2017,43,913124,85,85,26,26,29,30,0,0,0,0
VL361J,15/08/2017,39,922161,72.5,72,30,30,28,28,0,0,0,0
VL361J,24/08/2017,9,922378,76,76,31,30,28,28,0,0,0,0
VL361J,12/10/2017,49,931558,75,75,30,29,28,29,0,0,0,0
VL361J,7/07/2018,268,976120,73,72,28,29,28,29,0,0,0,0
VL361J,6/11/2018,122,978516,70,70,29,29,29,30,0,0,0,0
VL361J,13/02/2019,99,1005816,75,75,29,29,29,30,0,0,0,0
VL361J,4/04/2019,50,1029760,75,75,28,29,31,30,0.1,0,0,0
VL361J,21/05/2019,47,1052758,80,80,28,29,28,30,0,0,0,0
VL361J,24/07/2019,64,1082480,74,73,30,29,29,30,0.5,0.3,0,0
VL361J,28/10/2019,96,1117835,73,73,30,28,30,32,0.5,0.4,0.1,0.4
VL362S,5/09/2009,0,97691,85,85,27,29.5,29.5,29,1,1,0,0
VL362S,28/09/2009,23,111141.1,86,87,28.5,30.5,29.5,29.5,1.5,1.5,0,0
VL362S,17/10/2009,19,122252,85,85,28.5,30,29,29.5,0.5,0,0,0
VL362S,31/12/2009,75,159209,84,84,28,29.5,29,30,1.5,1.5,0,0
VL362S,21/01/2010,21,171309.9,85,85,28.5,29,29.5,31.5,1,1,0,0
VL362S,19/05/2010,118,239305.3,80,80,27.5,29,29,29,1,1.5,0,0
VL362S,22/05/2010,3,241034,80,80,27.5,28,30,28,1,1.5,0,0
VL362S,8/07/2010,47,257471,85,83,29.5,28,30,31,1.5,2.5,0,0
VL362S,25/09/2010,79,291110,80,80,27,30,31,30,1,1,0,0
VL362S,11/11/2010,47,318860,78,82,29,31,32,30,2,1.5,0,0
VL362S,2/01/2011,52,363195,74,80,33,34,34,32,3,3,0,0
VL362S,30/01/2011,28,384480,70,70,28,28,28,28,0,0,0,0
VL362S,9/06/2011,130,3714694,72,72,26,28.5,31,29.5,0.5,0.5,0.5,0
VL362S,14/08/2011,66,5797174,65,65,26,28.5,28,28,0,0,0,0
VL362S,9/09/2011,26,469310,62,62,26,29,29,28,0.5,0.5,0,0
VL362S,16/10/2011,37,493587.8,65,65,27,29.5,30,29,0.5,0.5,0,0
VL362S,18/11/2011,33,515241,63,64,27,29,31,30,1,0.5,0,0
VL362S,11/01/2012,54,519877,60,62,27,29,31.5,30.5,1.5,1.5,0,0
VL362S,21/02/2012,41,534685,63,64,26.5,30,31,31.5,2,1.5,0,0
VL362S,11/04/2012,50,546178,63,63,26,29,31.5,30,0.5,0.5,0,0
VL362S,16/05/2012,35,550304,61,63,27,29,30.5,31,2,1,0,0
VL362S,28/06/2012,43,561901,62,63,27,28,31.5,31,1.5,1.5,0,0
VL362S,3/08/2012,36,568223,58.5,59,27,28,31,29,0.5,1.4,0,0
VL362S,11/09/2012,39,581359,58,60,25,29,31,31,1,1,0,0
VL362S,8/10/2012,27,592381,62,63,25,24,31,28,2,1.5,0,0
VL362S,5/11/2012,28,595928,57,56,25.5,28,28,28,0,0,0,0
VL362S,29/01/2013,85,618601.9,52,52,27,26,28,28,0.5,0.5,0,0
VL362S,13/02/2013,15,622603.2,64,65,27,23,29,28,1,1,0,0.5
VL362S,18/03/2013,33,631406,52,52,27,27,28,28,0,0,0,0
VL362S,23/04/2013,36,641053,53,45,27,25,28,28,0.5,0.5,0,0
VL362S,21/06/2013,59,645597,54,54,25,23.5,29,28.5,0,0,0,0.2
VL362S,22/08/2013,62,650372,84,84,30,30,29,29,0,0,0,0
VL362S,7/03/2014,197,683857,83.5,83.5,28,28,28,28,0.5,0.5,0,0
VL362S,25/03/2014,18,687568,78,79,29,30,28,28,0,0,0,0
VL362S,30/04/2014,36,693737,75,75,30,30,28,28,0,0,0,0
VL362S,29/05/2014,29,701463,74,74,30,30,28,28,0,0,0,0
VL362S,19/06/2014,21,705492,74,74,30,30,28,28,0,0,0,0
VL362S,1/07/2014,12,706876,67,68,30,30,29,29,0,0,0,0
VL362S,8/08/2014,38,717514,73,73,29.5,29,29.5,28.5,0,0,0,0
VL362S,9/09/2014,32,727481,72,73,29,29,29.5,29,0,0,0,0
VL362S,16/10/2014,37,738189,72,72,29.5,29,29.5,29,0,0,0,0
VL362S,19/11/2014,34,740633,73,73,29.5,28.5,29,29,0.5,1,0,0
VL362S,20/01/2015,62,752977,73,73,29,29,30,29.5,0,0,0,0
VL362S,23/02/2015,34,762275,73,72,29,29,29.5,28.5,0,0,0,0
VL362S,30/03/2015,35,772574,72,70,29,30,30,30,0,0,0,0
VL362S,19/06/2015,81,795174,72,72,30,29,31,30.5,0.5,0.5,0,0
VL362S,4/07/2015,15,799659,72,73,30,29,30,30,0,0,0,0
VL362S,31/08/2015,58,814804,73,73,29,29,29,29,0.5,0.5,0,0
VL362S,29/09/2015,29,820803,71,71,29,30,30,30,0,0,0,0
VL362S,13/11/2015,45,824440,72,72,29.5,29.5,29,29.5,0.5,0.5,0,0
VL362S,29/12/2015,46,830714,66.5,66.5,30,28,30,29,0.9,0.9,0,0.5
VL362S,4/02/2016,37,839656,72,72,29,28.5,31,30,0,0,0,0
VL362S,7/03/2016,32,846001,62,62,29.5,30,28,28,0,0,0,0
VL362S,15/04/2016,39,856280,62,62,29.5,29.5,29.5,28.5,0,0,0,0
VL362S,10/10/2016,178,857430.8,53,53,25.5,25.5,29,29,0,0,0,0
VL362S,13/09/2017,338,859616,90,90,30,30,28,28,0,0,0,0
VL362S,24/11/2017,72,874120,85,85,30.5,30.5,29,29,0,0,0,0
VL362S,22/01/2018,59,881252.4,86,86,30,30,29,29,0.2,0.4,0,0
VL362S,16/07/2018,175,902408,85,85,29,29,29,29,0,0,0,0
VL362S,7/01/2019,175,916127,87,87,29,29,29,29,0,0,0,0
